memory,type,is_cold,exec_time,connection_time,client_time,provider_time,mem_used
2048,warm,False,53442,0.011445,79598,0,
2048,warm,False,52275,0.011483,77154,0,
2048,warm,False,52235,0.011431,78771,0,
2048,warm,False,59373,0.011458,92150,0,
2048,warm,False,53223,0.014218,85224,0,
2048,warm,False,52788,0.011693,82129,0,
2048,warm,False,53978,0.011543,79816,0,
2048,warm,False,52139,0.01146,81330,0,
2048,warm,False,61985,0.011482,88829,0,
2048,warm,False,56536,0.011402,82202,0,
2048,warm,False,53910,0.011809,80258,0,
2048,warm,False,52787,0.012288,79313,0,
2048,warm,False,55867,0.011371,83289,0,
2048,warm,False,82603,0.011683,113751,0,
2048,warm,False,54055,0.011427,79565,0,
2048,warm,False,53735,0.011465,81081,0,
2048,warm,False,55414,0.011454,80983,0,
2048,warm,False,60179,0.011679,87577,0,
2048,warm,False,55925,0.011229,81485,0,
2048,warm,False,54206,0.011591,80658,0,
2048,warm,False,53519,0.012445,80915,0,
2048,warm,False,52481,0.01186,82636,0,
2048,warm,False,52879,0.011389,78467,0,
2048,warm,False,54381,0.011589,81245,0,
2048,warm,False,53172,0.011705,79544,0,
2048,warm,False,52287,0.01174,82544,0,
2048,warm,False,53748,0.011364,80708,0,
2048,warm,False,75060,0.011597,105761,0,
2048,warm,False,55648,0.011611,82247,0,
2048,warm,False,52581,0.011044,78501,0,
2048,warm,False,54313,0.011528,82079,0,
2048,warm,False,52562,0.011529,82064,0,
2048,warm,False,56530,0.012912,83290,0,
2048,warm,False,52933,0.01158,78684,0,
2048,warm,False,52437,0.01154,109595,0,
2048,warm,False,52508,0.011485,81844,0,
2048,warm,False,53564,0.011432,83517,0,
2048,warm,False,52196,0.011459,77218,0,
2048,warm,False,53621,0.011623,79292,0,
2048,warm,False,53495,0.0114,90366,0,
2048,warm,False,53174,0.011394,79570,0,
2048,warm,False,56217,0.011341,81181,0,
2048,warm,False,51872,0.011223,76656,0,
2048,warm,False,53735,0.011503,78702,0,
2048,warm,False,53579,0.011654,83276,0,
2048,warm,False,58703,0.011444,88628,0,
2048,warm,False,53797,0.011554,80270,0,
2048,warm,False,54981,0.011817,79999,0,
2048,warm,False,54260,0.011532,80515,0,
2048,warm,False,53948,0.011579,79485,0,
2048,warm,False,54493,0.011159,82507,0,
2048,warm,False,53506,0.012716,83877,0,
2048,warm,False,54380,0.011495,79081,0,
2048,warm,False,56971,0.011642,93829,0,
2048,warm,False,54537,0.011534,78561,0,
2048,warm,False,54086,0.011806,152077,0,
2048,warm,False,52568,0.01173,76631,0,
2048,warm,False,54115,0.011535,81654,0,
2048,warm,False,53183,0.011559,78130,0,
2048,warm,False,52750,0.011468,79178,0,
2048,warm,False,54957,0.01146,81834,0,
2048,warm,False,51724,0.011332,76617,0,
2048,warm,False,52064,0.011261,76815,0,
2048,warm,False,53618,0.011349,80129,0,
2048,warm,False,58795,0.011487,84941,0,
2048,warm,False,52992,0.011232,79549,0,
2048,warm,False,54917,0.011558,96142,0,
2048,warm,False,53124,0.01158,78582,0,
2048,warm,False,52416,0.011343,84609,0,
2048,warm,False,52430,0.011354,77794,0,
2048,warm,False,53553,0.011494,78838,0,
2048,warm,False,54439,0.011374,79638,0,
2048,warm,False,52723,0.011389,77733,0,
2048,warm,False,54989,0.012003,84756,0,
2048,warm,False,53348,0.011466,79551,0,
2048,warm,False,53516,0.011257,79959,0,
2048,warm,False,54178,0.01157,80025,0,
2048,warm,False,54838,0.011603,79909,0,
2048,warm,False,54590,0.01131,81335,0,
2048,warm,False,52674,0.011322,81079,0,
2048,warm,False,55826,0.011455,79985,0,
2048,warm,False,52906,0.011628,79531,0,
2048,warm,False,98004,0.011296,128238,0,
2048,warm,False,51847,0.011199,76760,0,
2048,warm,False,57363,0.011565,83159,0,
2048,warm,False,56573,0.011417,91947,0,
2048,warm,False,52950,0.011807,80497,0,
2048,warm,False,52400,0.011491,80118,0,
2048,warm,False,52680,0.011633,77669,0,
2048,warm,False,57423,0.011467,84435,0,
2048,warm,False,57425,0.011438,118721,0,
2048,warm,False,52185,0.011651,79266,0,
2048,warm,False,52759,0.011648,84247,0,
2048,warm,False,52685,0.01138,82355,0,
2048,warm,False,57198,0.011631,86925,0,
2048,warm,False,51554,0.011476,76161,0,
2048,warm,False,55579,0.011622,83998,0,
2048,warm,False,52909,0.011552,78622,0,
2048,warm,False,54607,0.011436,79803,0,
2048,warm,False,59217,0.01153,89772,0,
2048,warm,False,52451,0.01147,88172,0,
2048,warm,False,52602,0.011466,78314,0,
2048,warm,False,53594,0.01162,87751,0,
2048,warm,False,54242,0.011545,79369,0,
2048,warm,False,52853,0.011247,80131,0,
2048,warm,False,53743,0.011591,101926,0,
2048,warm,False,52683,0.011573,85016,0,
2048,warm,False,56654,0.012569,82791,0,
2048,warm,False,58485,0.011418,84150,0,
2048,warm,False,53132,0.011594,78156,0,
2048,warm,False,60002,0.011365,84781,0,
2048,warm,False,53758,0.011271,79510,0,
2048,warm,False,56149,0.011357,81966,0,
2048,warm,False,54164,0.011618,82464,0,
2048,warm,False,53195,0.011491,80452,0,
2048,warm,False,53638,0.012546,80683,0,
2048,warm,False,52428,0.011555,80573,0,
2048,warm,False,54184,0.011684,83929,0,
2048,warm,False,59695,0.011534,86912,0,
2048,warm,False,52293,0.01141,81734,0,
2048,warm,False,56229,0.01168,82463,0,
2048,warm,False,66389,0.011537,97374,0,
2048,warm,False,57337,0.01181,84623,0,
2048,warm,False,55876,0.011523,81617,0,
2048,warm,False,53201,0.011472,78585,0,
2048,warm,False,55003,0.011942,89797,0,
2048,warm,False,53052,0.011632,79420,0,
2048,warm,False,55286,0.011428,81606,0,
