memory,type,is_cold,exec_time,connection_time,client_time,provider_time,mem_used
2048,warm,False,61420,0.385528,605240,62740,58.0
2048,warm,False,62283,0.393464,587684,63650,58.0
2048,warm,False,62950,0.376632,567754,64450,58.0
2048,warm,False,63758,0.426069,624524,65190,58.0
2048,warm,False,63884,0.38935,581603,65230,58.0
2048,warm,False,60484,0.391473,580629,62090,58.0
2048,warm,False,63836,0.431127,626981,65390,58.0
2048,warm,False,61541,0.397145,588670,63080,58.0
2048,warm,False,60511,0.385415,574331,62070,58.0
2048,warm,False,62322,0.406226,596567,63770,58.0
2048,warm,False,61731,0.395929,588297,63180,58.0
2048,warm,False,63318,0.424444,621278,64810,58.0
2048,warm,False,63587,0.421645,613553,64989,58.0
2048,warm,False,62396,0.443951,630515,63950,58.0
2048,warm,False,61149,0.382079,573145,62560,58.0
2048,warm,False,62286,0.387645,579515,63670,58.0
2048,warm,False,62646,0.426489,613503,64099,58.0
2048,warm,False,62805,0.403566,597976,64160,58.0
2048,warm,False,60902,0.382198,568004,62440,58.0
2048,warm,False,61284,0.382359,573827,62740,58.0
2048,warm,False,59903,0.390972,580511,61420,58.0
2048,warm,False,60608,0.384485,574417,62070,58.0
2048,warm,False,61772,0.43073,620218,63180,58.0
2048,warm,False,62219,0.426713,618499,63620,58.0
2048,warm,False,62966,0.398294,605871,64560,58.0
2048,warm,False,61635,0.399617,586496,63250,58.0
2048,warm,False,62167,0.391901,584794,63560,58.0
2048,warm,False,61554,0.436187,628954,62970,59.0
2048,warm,False,62508,0.402492,596403,63960,58.0
2048,warm,False,63535,0.429991,620855,64890,59.0
2048,warm,False,62780,0.421115,608407,64340,58.0
2048,warm,False,64780,0.411936,603687,66310,58.0
2048,warm,False,68333,0.42491,625653,69750,58.0
2048,warm,False,62963,0.384384,575666,64400,58.0
2048,warm,False,61848,0.392842,586827,63310,58.0
2048,warm,False,62144,0.380163,575064,63790,58.0
2048,warm,False,63430,0.375552,564779,64920,58.0
2048,warm,False,61625,0.381512,576052,62970,58.0
2048,warm,False,64055,0.428016,622776,65540,58.0
2048,warm,False,60878,0.427648,612109,62360,58.0
2048,warm,False,61992,0.411229,603438,63420,58.0
2048,warm,False,62580,0.44848,640376,64030,58.0
2048,warm,False,61393,0.388707,575804,62680,58.0
2048,warm,False,62839,0.442264,633930,64269,58.0
2048,warm,False,62328,0.433869,622707,63700,58.0
2048,warm,False,61353,0.39315,585582,62820,58.0
2048,warm,False,61166,0.381939,568014,62650,58.0
2048,warm,False,62913,0.390051,581537,64290,58.0
2048,warm,False,63741,0.390311,584092,65220,58.0
2048,warm,False,62731,0.37946,572697,64230,58.0
2048,warm,False,63169,0.379307,565183,65660,58.0
2048,warm,False,62631,0.417406,611320,64150,58.0
2048,warm,False,63302,0.382652,574562,65710,58.0
2048,warm,False,63020,0.404319,595080,64519,58.0
2048,warm,False,61910,0.440116,656777,63340,58.0
2048,warm,False,63672,0.382515,577614,65129,58.0
2048,warm,False,61622,0.390398,582877,63130,58.0
2048,warm,False,61960,0.371746,562227,63470,59.0
2048,warm,False,63108,0.440545,633211,64640,58.0
2048,warm,False,62942,0.427037,618312,64379,58.0
2048,warm,False,61147,0.372201,562465,62670,58.0
2048,warm,False,62125,0.412061,603709,63500,58.0
2048,warm,False,62764,0.393575,583059,64239,58.0
